restaurant_name	address	city	postal_code	country	price_range	cuisine_type	description	facilities_services	credit_cards	phone_number	latitude	longitude	monday_hours	tuesday_hours	wednesday_hours	thursday_hours	friday_hours	saturday_hours	sunday_hours	url_micheline	url
Osteria Arbustico – Paestum - a MICHELIN Guide Restaurant	via Francesco Gregorio 40	Paestum	84047	ITA	€€€	Modern Cuisine, Campanian	Housed within the Royal Paestum hotel, this elegant, contemporary restaurant boasts an attractively simple and minimalist ambience in which owner-chef Cristian Torsiello’s cuisine takes centre stage. This 40-year-old chef (originally from Valva, a district of Salerno where the Osteria was first opened) showcases creative ideas and techniques in his search for perfect combinations. His deceptively simple dishes always allow the flavour of his locally sourced ingredients to shine through – his iconic spaghetti with saffron is a perfect example. For this dish, he prepares dried Gragnono pasta in the same way as a risotto, using a broth made with one-third beef stock, one-third parmesan cheese and one-third onions. He then blends this with sour butter and Abruzzo saffron to create a dish that is truly delicious and seemingly simple, despite its complex preparation. The wine list continues to evolve, boasting some 600 labels and including a few rare regional wines.	Air conditioning, Car park, Garden or park, Interesting wine list, Wheelchair access	amex, dinersclub, maestrocard, mastercard, visa	+39 0828 851525	40.4516990	14.9758186	12:30-14:00, 19:30-22:00	12:30-14:00, 19:30-22:00	closed	closed	12:30-14:00, 19:30-22:00	12:30-14:00, 19:30-22:00	12:30-14:00, 19:30-22:00	https://guide.michelin.com/en/campania/paestum/restaurant/osteria-arbustico	https://www.osteriaarbustico.it/
Al Volt – Riva del Garda - a MICHELIN Guide Restaurant	via Fiume 73	Riva del Garda	38066	ITA	€€	Country cooking, Classic Cuisine	As you explore the narrow streets which lead from the commercial port to the centre, you’ll come across this restaurant comprising several inter - connected dining rooms with low ceilings and antique furniture. The menu focuses on regional cuisine, albeit with the occasional creative twist.	Air conditioning, Terrace, Wheelchair access	amex, dinersclub, mastercard, visa	+39 0464 552570	45.8863406	10.8397358	closed	closed	closed	closed	19:00-22:00	12:00-14:00, 19:00-22:00	12:00-14:00, 19:00-22:00	https://guide.michelin.com/en/trentino-alto-adige/riva-del-garda/restaurant/al-volt	http://www.ristorantealvolt.com
Nni Lausta – Santa Marina Salina - a MICHELIN Guide Restaurant	via Risorgimento 188	Santa Marina Salina	98050	ITA	€€	Seafood, Seasonal Cuisine	Fish plays the starring role here, where the authentic traditional flavours and ingredients of Aeolian cuisine are skilfully interpreted with a touch of imaginative flair. If it’s not too hot to sit outside, ask for a table on the pleasant, shaded terrace on the first floor.	Terrace	amex, jcb, maestrocard, mastercard, visa	+39 090 984 3486	38.5596000	14.8711100	12:00-15:00, 19:00-23:00	12:00-15:00, 19:00-23:00	12:30-15:00, 19:00-23:00	12:00-15:00, 19:00-23:00	12:00-15:00, 19:00-23:00	12:00-15:00, 19:00-23:00	12:00-15:00, 19:00-23:00	https://guide.michelin.com/en/sicilia/santa-marina-salina/restaurant/nni-lausta	
San Martino – Scorzè - a MICHELIN Guide Restaurant	piazza Cappelletto 1, località Rio San Martino	Scorzè	30037	ITA	€€€	Modern Cuisine	A smart, elegant restaurant with a bright, minimalist decor in which large tables are well spaced out to create an exclusive feel. The chef’s wife brings a touch of friendly informality to the restaurant, along with an impressive knowledge of the excellent wine list, which offers a wide array of sparkling wines and champagnes. The cuisine here is modern and personalised, with a slight emphasis on fish, although meat dishes also feature.	Air conditioning, Interesting wine list	mastercard, visa	+39 041 584 0648	45.5892243	12.1105010	closed	20:00-21:30	20:00-21:30	20:00-21:30	20:00-21:30	12:00-13:30, 20:00-21:30	12:00-13:30	https://guide.michelin.com/en/veneto/scorz/restaurant/san-martino	https://www.ristorantesanmartino.info/
Il Buco – Sorrento - a MICHELIN Guide Restaurant	II rampa Marina Piccola 5	Sorrento	80067	ITA	€€€€	Mediterranean Cuisine, Modern Cuisine	Situated in the centre of Sorrento, this restaurant boasts a historic dining room housed in the 16C cellars of an old monastery, as well as a more contemporary-style room with an open-view wine cellar that displays an impressive selection of more than 1 600 different bottles. Wherever you choose to sit, you’ll enjoy cuisine influenced by the culinary traditions of Campania, albeit with a few imaginative touches. Chef Giuseppe Aversa’s first courses deserve a particular mention, especially the linguine with lemon-marinated scorpion fish, bottarga and dried tomatoes, and the gnocchi on a Neapolitan ragù with basil pesto and salted ricotta cream.	Air conditioning, Interesting wine list, Terrace	amex, dinersclub, mastercard, visa	+39 081 878 2354	40.6272425	14.3750106	19:00-23:00	12:30-14:30, 19:00-23:00	closed	12:30-14:30, 19:00-23:00	12:30-14:30, 19:00-23:00	12:30-14:30, 19:00-23:00	12:30-14:30, 19:00-23:00	https://guide.michelin.com/en/campania/sorrento/restaurant/il-buco	https://www.ilbucoristorante.it/
Trequarti – Val Liona - a MICHELIN Guide Restaurant	piazza del Donatore 3/4	Val Liona	36044	ITA	€€€	Creative	This modern and minimalist-style restaurant with three small dining rooms full of character provides the backdrop for contemporary-style cuisine which is constantly evolving. The menu includes a few snack options for those in a hurry or looking to sample a variety of dishes in smaller portions. Open at lunchtime by prior reservation.	Air conditioning, Car park, Interesting wine list, Terrace	dinersclub, maestrocard, mastercard, visa	+39 0444 889674	45.4097250	11.4524850	closed	19:00-22:00	19:00-22:00	19:00-22:00	19:00-22:00	19:00-22:00	closed	https://guide.michelin.com/en/veneto/val-liona/restaurant/trequarti	https://www.ristorantetrequarti.com/
St. George by Heinz Beck – Taormina - a MICHELIN Guide Restaurant	viale San Pancrazio 46	Taormina	98039	ITA	€€€€	Creative, Contemporary	One of the most desirable and exclusive locations in Taormina, the St. George is situated in the Hashbee Hotel, an early-20C villa on the edge of Taormina’s historic centre which has retained all the charm of a private house with its elegant lounge and breathtaking terrace adorned with palm trees that frame the Straits of Messina. The cuisine comes courtesy of a partnership between Heinz Beck and resident chef Salvatore Iuliano. The three-starred Michelin chef’s instinctive elegance and gastronomic intuition combine with Calabrian-born Salvatore’s passionate and colourful take on Mediterranean cuisine. Together, the cuisine and setting guarantee an unforgettable dining experience.	Air conditioning, Car park, Garden or park, Great view, Interesting wine list, Terrace	amex, unionpay, dinersclub, discover, jcb, maestrocard, mastercard, visa	+39 0942 23537	37.8554565	15.2900353	19:30-22:00	closed	19:30-22:00	19:30-22:00	19:30-22:00	19:30-22:00	19:30-22:00	https://guide.michelin.com/en/sicilia/taormina/restaurant/st-george-by-heinz-beck	https://www.theashbeehotel.it/menu-st-george-restaurant-by-heinz-beck/
Antica Osteria Il Monte Rosso – Suna - a MICHELIN Guide Restaurant	via Troubetzkoy 128	Suna	28925	ITA	€€	Country cooking, Classic Cuisine	Situated on the lakeside in the residential district of Verbania, this small, Old England - style restaurant serves a selection of freshwater and saltwater fish specialities. If the weather allows, ask for one of the few tables on the panoramic terrace.	Air conditioning, Interesting wine list, Terrace	amex, mastercard, visa	+39 0323 506056	45.9310281	8.5400656	12:00-14:30, 19:00-22:00	12:00-14:30, 19:00-22:00	12:00-14:30, 19:00-22:00	12:00-14:30, 19:00-22:00	12:00-14:30, 19:00-22:30	12:00-14:30, 19:00-22:30	12:00-14:30, 19:00-22:00	https://guide.michelin.com/en/piemonte/suna/restaurant/antica-osteria-il-monte-rosso	http://www.osteriamonterosso.com
Il Convito di Curina – Castelnuovo Berardenga - a MICHELIN Guide Restaurant	SP 62 24, località Curina	Castelnuovo Berardenga	53019	ITA	€€	Tuscan	Tuscan cuisine, accompanied by a wide selection of wines (including regional labels and champagnes made by small producers) is served in the rustic yet elegant ambience of this restaurant. In fine weather, enjoy alfresco dining on the panoramic terrace.	Air conditioning, Car park, Garden or park, Great view, Interesting wine list, Terrace	amex, mastercard, visa	+39 0577 355630	43.3454900	11.4654100	19:30-22:00	19:30-22:00	closed	19:30-22:00	19:30-22:00	19:30-22:00	19:30-22:00	https://guide.michelin.com/en/toscana/castelnuovo-berardenga/restaurant/il-convito-di-curina	https://www.ilconvitodicurina.it/
Terrazza Bosquet – Sorrento - a MICHELIN Guide Restaurant	piazza Tasso 34	Sorrento	80067	ITA	€€€€	Creative	In the heart of Sorrento, a delightful garden leads like a long corridor up to the entrance of the Excelsior Vittoria, one of the most iconic hotels on the Sorrentine peninsula, where this gourmet restaurant sets out its tables on a panoramic terrace as soon as the weather allows (otherwise, guests eat indoors). Here, chef Antonino Montefusco prepares various tasting menus (including a vegetarian option) with dishes inspired by recipes and ingredients from Campania, all reinterpreted with an elegant, aesthetic touch. There’s an extensive wine list, including an excellent choice of wines by the glass.	Air conditioning, Car park, Garden or park, Great view, Interesting wine list, Terrace	amex, dinersclub, mastercard, visa	+39 081 877 7111	40.6284812	14.3758036	19:30-21:30	19:30-21:30	19:30-21:30	19:30-21:30	19:30-21:30	19:30-21:30	19:30-21:30	https://guide.michelin.com/en/campania/sorrento/restaurant/terrazza-bosquet	https://terrazzabosquet.exvitt.it
Osteria de Börg – Rimini - a MICHELIN Guide Restaurant	via Forzieri 12	Rimini	47921	ITA	€	Cuisine from Romagna, Traditional Cuisine	Borgo San Giuliano is situated just a stroll from the sea in old Rimini, a district of narrow alleyways and brightly painted houses that once provided homes for local fishermen. It is also home to this excellent osteria-style restaurant with an outdoor space on the small square for summer meals and two smart dining rooms decorated with rustic vintage furnishings. This is the setting for typical Romagna cuisine which features top-quality cured hams, fresh home-made pasta (don’t miss the cappelletti in chicken broth) and meat including Mora Romagnola pork in various dishes.	Terrace	amex, maestrocard, mastercard, visa	+39 0541 56074	44.0648372	12.5634582	12:00-15:00, 19:00-22:30	12:00-15:00, 19:00-22:30	12:00-15:00, 19:00-22:30	12:00-15:00, 19:00-22:30	12:00-15:00, 19:00-23:00	12:00-15:00, 19:00-23:00	12:00-15:00, 19:00-22:30	https://guide.michelin.com/en/emilia-romagna/rimini/restaurant/osteria-de-borg	https://www.osteriadeborg.it/
Osteria L'Orciaia – Montebenichi - a MICHELIN Guide Restaurant	via Capitan Goro 10	Montebenichi	52021	ITA	€	Tuscan, Traditional Cuisine	A small rustic - style hostelry set inside a 16C building, with a cosy summer terrace. Typical Tuscan fare based on excellent produce and with some personal touches.	Terrace	mastercard, visa	+39 055 991 0067	43.4057953	11.5448434	19:30-21:30	closed	19:30-21:30	19:30-21:30	19:30-21:30	19:30-21:30	19:30-21:30	https://guide.michelin.com/en/toscana/montebenichi/restaurant/osteria-l-orciaia	https://www.osterialorciaia.it/
Posta – Sant'Omobono Terme - a MICHELIN Guide Restaurant	viale Vittorio Veneto 169	Sant'Omobono Terme	24038	ITA	€€€	Italian	Situated in the Imagna valley, this welcoming, family-run restaurant serves delicious regional specialities alongside traditional Italian favourites, including a few fish options. Highlights include the dried-cod cannelloni, soft braised “guancialino” and the unmissable zabaglione mousse with sbrisolona-cake crumbs and marzipan ice-cream.	Air conditioning, Wheelchair access	amex, dinersclub, mastercard, visa	+39 035 851134	45.8147902	9.5328321	closed	closed	12:00-14:30, 19:30-22:30	12:00-14:30, 19:30-22:30	12:00-14:30, 19:30-22:30	12:00-14:30, 19:30-22:30	12:00-14:30, 19:30-22:30	https://guide.michelin.com/en/lombardia/sant-omobono-terme/restaurant/posta151748	https://www.frosioristoranti.it
Hostaria Baccofurore – Furore - a MICHELIN Guide Restaurant	via G.B. Lama 9	Furore	84010	ITA	€€	Regional Cuisine, Farm to table	Patience is needed to get to this restaurant from the coast, as a result of the winding road which makes its way through small villages, but once here the view of the sea is breathtaking. The village of Furore is built alongside the road and is famous for the Marisa Cuomo winery situated opposite the restaurant. The cuisine is as impressive as the vista, with its focus on different local ingredients cooked with a mix of traditional influence and imagination. Comfortable guestrooms are also available, almost all of which have been recently renovated and boast impressive views.	Air conditioning, Car park, Garden or park, Great view, Terrace	amex, dinersclub, jcb, maestrocard, mastercard, visa	+39 089 830360	40.6204277	14.5486388	NA	NA	NA	NA	NA	NA	NA	https://guide.michelin.com/en/campania/furore/restaurant/hostaria-di-bacco	https://www.baccofurore.it/
Locanda Radici – Melizzano - a MICHELIN Guide Restaurant	SP 21, contrada San Vincenzo	Melizzano	82030	ITA	€€	Modern Cuisine, Campanian	A rustic restaurant with contemporary Mediterranean-style decor surrounded by the greenery of the Sannio region, which can be admired through the large windows. Modern cuisine made from locally sourced ingredients by the owner-chef, who has vast experience working in top restaurants, both in Italy and abroad.	Air conditioning, Car park, Garden or park, Great view, Restaurant offering vegetarian menus, Terrace	amex, mastercard, visa	+39 0824 944506	41.1752087	14.5126722	closed	closed	19:30-22:45	12:30-14:30, 19:30-22:45	12:30-15:00, 19:30-22:45	12:30-15:00, 19:30-23:00	12:30-15:00	https://guide.michelin.com/en/campania/melizzano/restaurant/locanda-radici	https://www.locandaradici.it/
DanielCanzian – Milan - a MICHELIN Guide Restaurant	via Castelfidardo 7	Milan	20121	ITA	€€€	Italian Contemporary, Venetian	Situated in the heart of Brera and refurbished in the autumn of 2019, this restaurant showcases Italian artisanal skills through its bespoke furnishings, creating a fine setting for Canzian’s superb cuisine. A great choice for anyone looking for classic Italian dishes plus a few more inventive options, all of which are prepared using the very best ingredients. Simpler fare available at lunchtime.	Air conditioning, Terrace, Wheelchair access	amex, mastercard, visa	+39 02 6379 3837	45.4785960	9.1892230	closed	12:30-14:30, 19:30-23:30	12:30-14:30, 19:30-23:30	12:30-14:30, 19:30-23:30	12:30-14:30, 19:30-23:30	12:30-14:30, 19:30-23:30	closed	https://guide.michelin.com/en/lombardia/milano/restaurant/daniel417950	https://www.danielcanzian.com
Onda Blu – San Mauro a Mare - a MICHELIN Guide Restaurant	via Orsa Minore 1	San Mauro a Mare	47030	ITA	€€€	Seafood	Almost appearing to rise up directly out of the sand, this unexpectedly elegant restaurant is home to a simple yet stylish dining room with large windows overlooking the sea. Fresh fish of the highest quality takes pride of place on the menu, served in classic, traditional dishes from the Adriatic. Daily specials are available alongside the à la carte, while the excellent wine list includes labels from outside Italy, with a particular focus on French wines.	Air conditioning, Interesting wine list, Terrace, Wheelchair access	amex, jcb, maestrocard, mastercard, visa	+39 0541 344886	44.1628600	12.4496040	12:00-14:30, 19:30-22:30	12:00-14:30, 19:30-22:30	12:00-14:30, 19:30-22:30	12:00-14:30, 19:30-22:30	12:00-14:30, 19:30-22:30	12:00-14:30, 19:30-22:30	12:00-14:30, 19:30-22:00	https://guide.michelin.com/en/emilia-romagna/san-mauro-a-mare/restaurant/onda-blu	https://www.ristoranteondablu.com/
Da Nadia – Clusane d'Iseo - a MICHELIN Guide Restaurant	via Mirabella 34	Clusane d'Iseo	25049	ITA	€€€	Seafood, Modern Cuisine	Occupying new premises in the Relais Mirabella in Clusane d’Iseo, this restaurant now boasts a beautiful panoramic location. Fish specialities take pride of place on the menu here, including an excellent fish soup which is a real favourite with guests!	Air conditioning, Terrace, Wheelchair access	amex, mastercard, visa	+39 338 756 5732	45.6614393	9.9936032	closed	20:00-23:30	20:00-23:30	20:00-23:30	20:00-23:30	12:00-14:00, 20:00-23:30	12:00-14:00, 20:00-23:30	https://guide.michelin.com/en/lombardia/clusane-d-iseo/restaurant/da-nadia	http://www.ristorantedanadia.com
Ilario Vinciguerra – Gallarate - a MICHELIN Guide Restaurant	via Roma 1	Gallarate	21013	ITA	€€€	Modern Cuisine	This beautiful Art Nouveau-style villa is a restaurant, bistro and lounge-bar in one – the ideal setting for a meal, whether you’re planning a business lunch or a romantic dinner. Guests will feel immediately at ease both with Ilario’s modern, Mediterranean cuisine and the vaguely private feel of the small dining rooms. There’s also an original collection of Romano Levi grappas, plus several rare labels on the wine list that will definitely appeal to wine buffs.	Air conditioning, Car park, Garden or park, Interesting wine list, Terrace	mastercard, visa	+39 0331 791597	45.6619731	8.7895018	closed	18:30-22:30	18:30-22:30	18:30-23:30	12:30-14:30, 18:30-22:30	12:30-14:30, 18:30-22:30	12:30-14:30, 18:30-22:30	https://guide.michelin.com/en/lombardia/gallarate/restaurant/ilario-vinciguerra	https://www.ilariovinciguerra.it/it/home/
Osteria del Borgo – Galliate - a MICHELIN Guide Restaurant	via Pietro Custodi 5	Galliate	28066	ITA	€€	Creative	Situated in the heart of the old town, this restaurant is run by friendly and welcoming staff. The menu features a mix of meat and fish dishes that are prepared in traditional style with the occasional personalised touch.	Air conditioning	amex, dinersclub, mastercard, visa	+39 349 160 3750	45.4780716	8.6973570	closed	12:00-14:00, 19:30-21:00	12:00-14:00, 19:30-21:00	12:00-14:00, 19:30-21:00	12:00-14:30, 19:30-21:00	19:00-22:00	12:00-14:30	https://guide.michelin.com/en/piemonte/galliate/restaurant/osteria-del-borgo352717	
Il Santo Bevitore – Florence - a MICHELIN Guide Restaurant	via Santo Spirito 64/66 r	Florence	50125	ITA	€€	Tuscan	Both the simple, friendly atmosphere and the cuisine served at this restaurant are typical of a Tuscan trattoria. The menu features classic favourites from Tuscany (highlights include pappa al pomodoro and cured hams), which are full of the strong traditional flavours that you would expect to find in Florence and are occasionally reinterpreted in more contemporary dishes. For guests keen to take a culinary souvenir home with them, the Santino delicatessen is just next door.		amex, mastercard, visa	+39 055 211264	43.7690773	11.2466192	12:30-14:30, 19:30-23:30	12:30-14:30, 19:30-23:30	12:30-14:30, 19:30-23:30	12:30-14:30, 19:30-23:30	12:30-14:30, 19:30-23:30	12:30-14:30, 19:30-23:30	12:30-14:30, 19:30-23:30	https://guide.michelin.com/en/toscana/firenze/restaurant/il-santo-bevitore	https://www.ilsantobevitore.com
Agli Amici – Godia - a MICHELIN Guide Restaurant	via Liguria 252	Godia	33100	ITA	€€€€	Country cooking, Modern Cuisine	Serving signature cuisine, Agli Amici is one of the leading restaurants in Friuli-Venezia Giulia, a border region of diverse cultural influences that is teeming with top-quality ingredients. Many of these are showcased on the two tasting menus (one of which is vegetarian), from which guests can also choose individual dishes à la carte. Owner-chef Emanuele Scarello makes full use of the array of ingredients from the region’s pastureland, mountains and vegetable gardens, which he transforms into culinary works of art. His interesting use of Godia potatoes involves a modern reinterpretation of a local butter and sage dish using roots, apple and fermented turnips. Front of house, Michela is responsible for a young, close-knit and professional team of staff.	Air conditioning, Interesting wine list, Restaurant offering vegetarian menus, Terrace	amex, mastercard, visa	+39 0432 565411	46.1021988	13.2661162	closed	closed	19:15-21:30	12:15-14:00, 19:15-21:30	12:15-14:00, 19:15-21:30	12:15-14:00, 19:15-21:30	12:15-14:00	https://guide.michelin.com/en/friuli-venezia-giulia/godia/restaurant/agli-amici	https://www.agliamici.it/
Antica Trattoria la Grotta dal 1918 – Sasso Marconi - a MICHELIN Guide Restaurant	via Tignano 3, Loc. Mongardino Grotta	Sasso Marconi	40037	ITA	€	Emilian, Country cooking	It takes a while to get here, along a road which wends its way through the hills, but the cuisine more than compensates for the journey. The food here is based on a careful choice of ingredients (including produce from the restaurant’s own farm) from as far away as the Apennines, with a few ingredients from elsewhere in Italy, with a focus on traditional recipes. Don’t miss thetortellini in brodo, or the game and truffles available in season.	Air conditioning, Car park, Restaurant offering vegetarian menus, Terrace	mastercard, visa	+39 051 675 5110	44.4181181	11.2115002	19:00-22:00	19:00-22:00	closed	19:00-22:00	19:00-22:00	12:00-14:00, 19:00-22:00	12:00-14:00, 20:00-22:00	https://guide.michelin.com/en/emilia-romagna/sasso-marconi/restaurant/la-grotta-dal-1918	https://www.lagrotta1918.it/
Del Belbo - Da Bardon – San Marzano Oliveto - a MICHELIN Guide Restaurant	valle Asinari 25	San Marzano Oliveto	14050	ITA	€€	Piedmontese, Traditional Cuisine	This traditional restaurant has been taking good care of its guests for generations. The delicious, authentic cuisine served here is accompanied by an extensive wine list that will delight fans of wines from the Langhe, Asti, elsewhere in Italy and France. There’s also an attractive outdoor space that is ideal for alfresco dining in fine weather. In short, this is the sort of restaurant you’d love to have as your local!	Air conditioning, Car park, Interesting wine list, Terrace	amex, dinersclub, mastercard, visa	+39 0141 831340	44.7401454	8.3182743	12:00-14:00, 20:00-21:30	12:00-14:00, 20:00-21:30	closed	closed	12:00-14:00, 20:00-21:30	12:00-14:00, 20:00-21:30	12:00-14:00	https://guide.michelin.com/en/piemonte/san-marzano-oliveto/restaurant/del-belbo-da-bardon	
Al Cavallino Bianco – Polesine Parmense - a MICHELIN Guide Restaurant	via Sbrisi 3	Polesine Parmense	43016	ITA	€€	Emilian, Traditional Cuisine	Situated near the banks of the River Po, this century - old, family - run restaurant serves regional specialities, such as the famous culatello ham. You will find reasonably priced local dishes at the ‘Tipico di Casa Spigaroli’ at lunchtime during the week, and themed menus at the weekend.	Air conditioning, Car park, Garden or park, Interesting wine list	amex, dinersclub, mastercard, visa	+39 0524 96136	45.0207740	10.0907645	12:00-14:00	closed	12:00-14:00	12:00-14:00	12:00-14:00, 19:30-21:00	12:00-14:00, 19:30-21:00	12:00-14:00, 19:30-21:00	https://guide.michelin.com/en/emilia-romagna/polesine-parmense/restaurant/al-cavallino-bianco	https://www.ristorantealcavallinobianco.it/
Moscatello Muliner – Pozzolengo - a MICHELIN Guide Restaurant	località Moscatello 3/5	Pozzolengo	25010	ITA	€€€	Country cooking	Situated in a rural setting on a huge agricultural property, this attractive restaurant is dominated by an early 20C millstone. The menu combines traditional Italian fare with regional specialities, all at reasonable prices.	Car park, Garden or park, Terrace	amex, dinersclub, mastercard, visa	+39 030 918521	45.3913037	10.6404351	NA	NA	NA	NA	NA	NA	NA	https://guide.michelin.com/en/lombardia/pozzolengo/restaurant/moscatello-muliner	https://it.agriturismomoscatello.it/muliner-restaurant
ME Restaurant – Pizzo - a MICHELIN Guide Restaurant	SP per Vibo Marina, località Ponte di Ferro	Pizzo	89812	ITA	€€€	Mediterranean Cuisine, Modern Cuisine	Occupying an old restored farmhouse, this large, spacious and attractive restaurant is run by a couple who offer their guests Mediterranean cuisine which is full of flavour. The focus here is on the traditions of Calabria, but the chef’s native region of Campania is also evident in many of the dishes.	Air conditioning, Car park, Garden or park, Restaurant offering vegetarian menus, Terrace, Wheelchair access	amex, dinersclub, maestrocard, mastercard, visa	+39 0963 534532	38.7239647	16.1479385	10:00-23:30	10:00-23:30	10:00-00:00	10:00-23:30	10:00-23:30	10:00-00:00	10:00-00:30	https://guide.michelin.com/en/calabria/pizzo/restaurant/me-restaurant	https://www.merestaurant.it
El Filò – Pozza di Fassa - a MICHELIN Guide Restaurant	strada Dolomites 103	Pozza di Fassa	38036	ITA	€€€	Regional Cuisine, Classic Cuisine	Following recent refurbishment, El Filò is now even more comfortable than ever, boasting an Alpine-influenced decor that is striking for its contemporary style. The Dolomites and Ladin culinary traditions are still very much to the fore in the cuisine, which is prepared by the excellent owner-chef, although modern touches and influences from outside the region also feature. The wine list offers a fine selection of options from the region.	Car park	mastercard, visa	+39 0462 763210	46.4284300	11.6841900	19:30-21:30	19:30-21:30	19:30-21:30	19:30-21:30	19:30-21:30	19:30-21:30	closed	https://guide.michelin.com/en/trentino-alto-adige/pozza-di-fassa/restaurant/el-filo	http://www.el-filo.com
L'Oste e il Sacrestano – Licata - a MICHELIN Guide Restaurant	via Sant'Andrea 19	Licata	92027	ITA	€€€	Sicilian, Modern Cuisine	A small welcoming restaurant full of Sicilian charm. Chiara welcomes guests front of house, and Peppe works in the kitchen creating fine, traditional cuisine reinterpreted with his own personal touch.	Air conditioning, Terrace	amex, dinersclub, mastercard, visa	+39 0922 774736	37.1000891	13.9388331	closed	20:00-21:30	20:00-21:30	20:00-21:30	20:00-21:30	20:00-21:30	20:00-01:00	https://guide.michelin.com/en/sicilia/licata/restaurant/l-oste-e-il-sacrestano	https://www.losteeilsacrestano.it/
Trattoria Losanna – Masio - a MICHELIN Guide Restaurant	via San Rocco 40	Masio	15024	ITA	€	Piedmontese	This friendly restaurant has a pleasantly convivial and lively ambience. Try a selection of homemade antipasto to start, followed by generous portions of traditional cuisine from Monferrato.	Air conditioning, Car park	amex, dinersclub, mastercard, visa	+39 0131 799525	44.8675184	8.4205078	closed	12:00-14:00, 19:00-22:00	12:00-14:00, 19:00-22:00	12:00-14:00, 19:00-22:00	12:00-14:00, 19:00-22:00	12:00-14:00, 19:00-22:00	12:00-14:00	https://guide.michelin.com/en/piemonte/masio/restaurant/trattoria-losanna	
Papaveri e Papere – San Miniato - a MICHELIN Guide Restaurant	via Dalmazia 159/d	San Miniato	56028	ITA	€€	Tuscan, Modern Cuisine	The cuisine at this restaurant focuses on local recipes and ingredients yet also has a light, modern flavour and beautiful contemporary presentation, as seen in the pici pasta with roast peppers, sweetbreads and pecorino cheese. The chef here is equally at ease with meat and fish, and particularly keen on vegetables, with white truffles from San Miniato featuring on the menu in the autumn.	Air conditioning, Car park, Terrace, Wheelchair access	amex, maestrocard, mastercard, visa	+39 0571 409422	43.6668854	10.8391901	19:30-22:30	19:30-22:30	closed	19:30-22:30	19:30-22:30	19:30-22:30	12:30-15:00, 19:30-22:30	https://guide.michelin.com/en/toscana/san-miniato/restaurant/papaveri-e-papere	https://papaveriepaolo.com/
Vespasia – Norcia - a MICHELIN Guide Restaurant	via Cesare Battisti 10	Norcia	06046	ITA	€€€€	Umbrian, Creative	Situated in the historic centre of Noto which is slowly returning to life after the earthquake, this restaurant is part of the smart Palazzo Seneca hotel. You pass through a succession of small rooms to get to the elegant Sala del Vespasia, where a female Japanese chef now showcases the best of Umbrian gastronomic delights after many years working in Campania and renowned restaurants elsewhere in Italy. Olive oil, cured hams, lentils, Cannara onions, crayfish and river fish, lamb from the Sibillini mountains and, of course, the excellent local black truffle are used in her creative and occasional complex dishes. Our description would not be complete without mentioning the excellent service and warm, friendly welcome offered by the Bianconi, a long-established family in Norcia’s hotel and restaurant sector.	Air conditioning, Garden or park, Restaurant offering vegetarian menus, Terrace, Wheelchair access	amex, dinersclub, mastercard, visa	+39 0743 817434	42.7925634	13.0920268	19:30-21:30	19:30-21:30	closed	19:30-21:30	19:30-21:30	19:30-21:30	19:30-21:30	https://guide.michelin.com/en/umbria/norcia/restaurant/vespasia	http://vespasianorcia.com
Trippi – Sondrio - a MICHELIN Guide Restaurant	via Stelvio 297, loc. Montagna in Valtellina	Sondrio	23020	ITA	€€	Cuisine from Valtellina, Lombardian	This long-established restaurant just outside Sondrio has been run for the past decade by Gianluca, whose experience injects new life into traditional dishes from the local region, as well as introducing the occasional Mediterranean twist. There’s a simpler menu at lunchtime, plus a good selection of local wines and cheeses on sale at takeaway prices near the restaurant entrance.	Car park, Terrace	amex, dinersclub, mastercard, visa	+39 0342 615584	46.1699887	9.9015790	12:00-15:00, 19:00-22:30	12:00-15:00, 19:00-22:30	12:00-15:00, 19:00-22:30	closed	12:00-15:00, 19:00-22:00	12:00-15:00, 19:00-22:30	closed	https://guide.michelin.com/en/lombardia/sondrio/restaurant/trippi	https://www.ristorantetrippi.it/
Regina Lucia – Syracuse - a MICHELIN Guide Restaurant	piazza Duomo 6, Ortigia	Syracuse	96100	ITA	€€€	Modern Cuisine	Overlooking a square of monumental beauty where tables are laid out for alfresco dining in summer, Regina Lucia is well worth a visit even when it’s not fine enough to sit outside. In a dining room with plenty of historic character, enjoy classic Sicilian cuisine reinterpreted with a creative twist – and make sure you don’t miss the delicious desserts!	Air conditioning, Terrace	amex, maestrocard, mastercard, visa	+39 0931 22509	37.0588133	15.2931068	12:00-15:00, 19:00-00:00	closed	12:00-15:00, 19:00-00:00	12:00-15:00, 19:00-00:00	12:00-15:00, 19:00-00:00	12:00-15:00, 19:00-00:00	12:00-15:00, 19:00-00:00	https://guide.michelin.com/en/sicilia/siracusa/restaurant/regina-lucia	https://www.reginaluciaristorante.com/
